brand_name,brand_type,longitude_list,latitude_list,grid_id_list
正新轮胎,汽车服务;汽车配件销售;汽车配件销售,"[116.9592777272043, 116.9377399830672, 117.0027312085158, 117.1215258069373, 116.9999644049195, 116.9796583493412, 116.9897804367065]","[36.69504163000722, 36.68814465722144, 36.70449181412693, 36.71812050779825, 36.70287824062335, 36.67797557640095, 36.67985290155648]","[73, 53, 75, 97, 75, 56, 56]"
郑远元专业修脚房,生活服务;洗浴推拿场所;洗浴推拿场所,"[116.9503707220497, 116.9573384871454, 117.1985555794085, 117.0652608209754, 117.0276424055527, 116.9407107158947, 116.9392953332193, 117.0733837894326, 116.9832487555081, 117.0375257522972, 117.0043646944416, 116.9683168509308, 117.0232842449716, 117.0593311813858, 117.0092706244832, 116.9949064321489, 117.1404438179985, 117.1124575644685, 116.9743862981426, 117.0548844717051, 116.9796361104634, 116.9533726555476, 116.9713482053217, 116.9124529995671, 117.0438810153109, 116.8925896851279, 117.0504025439066, 116.9676955251656, 117.1310501065169, 117.1079750578026, 117.0719234274441, 116.9946328420567, 116.9766057596711, 117.1169592517936, 116.9639062481788, 117.0234623875106, 117.1013042157783, 117.0327177885432, 117.2296996297495, 117.0983383431423, 117.1749368046583, 116.9808327946702, 117.0582968281248, 116.970933167207, 117.0789205069981, 117.002762808829, 116.9910898450229, 117.0720433507294, 117.1471055399959, 117.0407618880262, 117.0073889718919, 117.1102897953091, 117.0055886294521, 117.1350766964865, 117.0245912094178, 117.080574554537, 117.0997990954688, 116.8915016065231, 117.1767244776968, 117.13908638862, 116.9055687758311, 117.218630724697, 117.2162165495938, 117.2958453471219, 116.9041283497686]","[36.64883586175968, 36.67179413485834, 36.6871872869158, 36.67934116524132, 36.65468798181382, 36.67553196630994, 36.66225287433589, 36.65407136472901, 36.63495702172754, 36.69779189504512, 36.66409928081714, 36.65605074729891, 36.70744548621752, 36.69534001242236, 36.61137993543234, 36.62287368840226, 36.69986077431723, 36.70122551279174, 36.65330620067692, 36.68522934989424, 36.66297692368706, 36.6273726028017, 36.63196765601423, 36.6502757474203, 36.64376740318915, 36.68298236987591, 36.66053848609547, 36.66347393424533, 36.71603403508652, 36.66500993489086, 36.68685236916497, 36.6656479055987, 36.62848254888353, 36.69203543456313, 36.68391654786241, 36.6560142435212, 36.69240835112912, 36.67937895431845, 36.68384850578576, 36.68637120874399, 36.67437532491952, 36.67386664391515, 36.73746915923709, 36.71094794151088, 36.64734042601918, 36.61786168811249, 36.68772596167819, 36.64233660687247, 36.72392542818251, 36.67150916132802, 36.62619994647484, 36.68246470897266, 36.68891213847358, 36.72994981834339, 36.6715816540047, 36.68101881890778, 36.72080553623796, 36.6220450237548, 36.70525108707686, 36.64256204490911, 36.67844844997942, 36.6754128903852, 36.69692806273815, 36.68283293907168, 36.68709159381988]","[18, 36, 66, 61, 22, 54, 34, 25, 10, 77, 38, 19, 76, 78, 4, 11, 83, 81, 19, 60, 37, 8, 9, 16, 23, 51, 41, 36, 97, 44, 61, 38, 10, 63, 55, 22, 63, 59, 68, 62, 48, 37, 102, 73, 25, 4, 56, 25, 98, 40, 11, 63, 57, 104, 39, 61, 95, 6, 84, 29, 52, 67, 85, 69, 52]"
大智金复,科教文化服务;培训机构;培训机构,"[116.9827828276713, 117.1167854942159, 117.0449041146396, 117.0538714154157, 117.032592367288, 117.0580008155591, 117.0273123507569, 117.0813808998504, 116.997225496563, 116.9626803287708]","[36.68827878422312, 36.68890924289593, 36.64115985299015, 36.66549232930773, 36.66073179664136, 36.66564059391811, 36.64860152052099, 36.65240403698468, 36.64802871484058, 36.65372745128319]","[56, 63, 23, 41, 40, 41, 22, 25, 21, 19]"
道克图文,生活服务;生活服务场所;生活服务场所,"[117.1098940254036, 117.1281302951087, 116.992079603252, 117.1239887576054, 116.984645135418, 116.974126759173, 117.2167713564085, 117.0878673323609, 117.1308290140076, 117.1225389766602, 117.0516593565363, 117.0588170475926, 117.1036105379884, 117.0622571616165, 116.9970569455089, 117.1238693400876, 116.9617429911782, 116.9691834794852, 117.1406682453758, 116.9532676920691, 116.891548006537, 117.1326485524499, 117.1353887752938, 117.1161117871905, 117.1067144441063, 117.1317310391147, 116.9751829868994, 117.1347887911023, 117.0192191087749, 117.1174721845392, 116.9871490164191, 117.1407618408726, 116.8938372895112, 117.0634615108948, 117.128931913785, 117.2153266992941, 116.9942607410481, 117.1040611539903, 117.0791290114488, 117.1428344929984, 117.096197520425]","[36.6531754794936, 36.67590157176288, 36.6691375517424, 36.66018999099301, 36.65831778257398, 36.63178681027436, 36.66707931443273, 36.66309531433659, 36.67105727485068, 36.67246671019142, 36.66624471226142, 36.69853473527087, 36.66345241798967, 36.65418849347226, 36.61485076651987, 36.65412154031452, 36.67136011432065, 36.65493301228565, 36.66424846203406, 36.64868619367133, 36.66470053923573, 36.67740992803969, 36.66340665988377, 36.68250562430676, 36.66773746390876, 36.65440875611393, 36.64416839766491, 36.68231802270939, 36.65762292118716, 36.68703610395562, 36.68765999669612, 36.66028604160336, 36.67272392096273, 36.67164120698268, 36.67845905439173, 36.68947990425092, 36.62743699617739, 36.69302417816905, 36.6840067473035, 36.65608802247973, 36.65536293888994]","[27, 64, 37, 45, 37, 9, 50, 43, 45, 45, 41, 78, 44, 24, 4, 28, 36, 19, 46, 18, 32, 64, 45, 63, 44, 28, 19, 64, 39, 63, 56, 46, 32, 41, 64, 67, 11, 63, 61, 29, 26]"
安德玛,购物服务;体育用品店;体育用品店,"[117.1919768404276, 117.0260329914962, 117.0248864581739, 117.0089868207748, 116.9989120338856, 116.9162506610341]","[36.67139695809257, 36.65962018725808, 36.65929042757489, 36.646986871381, 36.61331899250998, 36.71803407848542]","[49, 39, 39, 21, 4, 86]"
大润发,购物服务;超级市场;超市,"[117.0307168403219, 116.975010465755, 117.0583906820416, 117.0559108592392, 117.0894307213818, 116.9758040698645, 116.9843434153585, 117.011957149316]","[36.65526778283161, 36.67343104637217, 36.68461419759363, 36.70221888110611, 36.65821005088758, 36.67410631995537, 36.63156073286635, 36.70113548985509]","[23, 36, 60, 78, 43, 37, 10, 76]"
红桃三手造酸奶,购物服务;购物相关场所;购物相关场所,"[117.2149578744968, 117.0578013504382, 117.0932583577414, 117.0487808581108, 117.0237514780693, 117.1309466059647, 116.9529998308031, 116.9164824153464, 117.0178559790205, 117.1267449886758, 117.13937099545, 116.9968066958167, 116.9893535638503, 117.0247085300415, 117.2255535077323, 117.1225254561785, 116.9757351465876, 116.9030095851413, 117.1916754250577, 117.1042971221609, 117.0390325179308, 117.0655463030361, 116.9784676556167]","[36.70292496719873, 36.68266531733153, 36.65872857716231, 36.71598750176157, 36.66285428691918, 36.67585146427315, 36.61949007871334, 36.65197139077116, 36.66346317539689, 36.71741431078086, 36.65833997853598, 36.66255916496342, 36.69536141394573, 36.66474256186541, 36.6918679926854, 36.68555951420022, 36.61281717777044, 36.67646762489072, 36.6709847248197, 36.66746428948763, 36.655068088388, 36.66135594929784, 36.67575448387634]","[85, 60, 43, 93, 39, 64, 1, 16, 39, 97, 46, 38, 74, 39, 67, 64, 3, 51, 49, 44, 23, 42, 56]"
刘文祥麻辣烫,餐饮服务;中餐厅;综合酒楼,"[117.1225194091957, 117.0822702090832, 116.9051674543555, 117.0548682096895, 117.0498237798059, 116.9679410186195, 116.9793887496617, 117.0246509157188, 117.0951020831966, 117.2195925492558, 117.1251812419384, 116.9516490854181, 117.1270275067193, 117.0387710564986]","[36.68591928064861, 36.68433791417477, 36.67615804462972, 36.67917417535912, 36.71647722716873, 36.65914790262266, 36.67570079379752, 36.7073049044482, 36.65396862481545, 36.67365783457817, 36.65759404060975, 36.61450612765292, 36.71556987653994, 36.65806385468121]","[64, 61, 52, 60, 93, 36, 56, 76, 26, 50, 45, 1, 97, 40]"
壹号土猪,购物服务;综合市场;农副产品市场,"[116.998963788365, 117.1554080529136, 117.0879832775845, 117.1051021985391, 117.0850426880532, 117.0280677783744, 117.0603286411059, 117.1876118565614]","[36.61349973112861, 36.65144099229661, 36.64542401151648, 36.70220086500034, 36.6900732325226, 36.65483679036715, 36.67087793059541, 36.65467797229263]","[4, 30, 26, 81, 62, 22, 41, 31]"
悦宿酒店,住宿服务;住宿服务相关;住宿服务相关,"[117.0999472690566, 117.0982416724217, 117.1261073144837, 117.1390286664855, 117.05784052435, 117.224715795134]","[36.66716165562201, 36.69236939162072, 36.6565958159948, 36.66554701805336, 36.65419183389994, 36.69519331110479]","[43, 62, 28, 46, 24, 85]"
金鲁源海参,购物服务;综合市场;水产海鲜市场,"[117.0599323012451, 116.9726379701963, 117.15287070432, 117.0697271117534, 117.1030625982943, 117.0566090897012, 117.0238136603123, 117.0504797902642, 116.9922819083673, 116.9601475918677, 117.0305630205028, 117.045850315323, 116.9783918900763, 117.1151266483902, 117.1296381167597, 117.1160538309285, 117.0171032949932, 117.0064015667892, 117.0100105306826, 117.0069741302421, 116.9991967979394, 116.9909113076178, 117.0703881487387, 116.9933405499465, 117.0103495688604]","[36.68191162279906, 36.64945955360518, 36.65061386794596, 36.65361004659913, 36.67142524652341, 36.68474086864174, 36.65910441399616, 36.6477451058183, 36.65850845979972, 36.64833033102842, 36.64988342938694, 36.66636565374057, 36.68553758149566, 36.64365052259924, 36.67515507694528, 36.68180201033017, 36.66132561368876, 36.63181459897029, 36.64651213131275, 36.68494949170491, 36.61328814331573, 36.63685567006885, 36.68638611892213, 36.6293037120542, 36.61568927578208]","[60, 19, 29, 25, 44, 60, 39, 24, 37, 19, 23, 40, 56, 27, 45, 63, 39, 11, 21, 57, 4, 10, 61, 11, 4]"
立邦,购物服务;家居建材市场;建材五金市场,"[116.9679051225498, 117.030906153535, 116.9916375900255, 117.0305736351797, 116.9990123979415, 117.1680412574532, 116.9051927601053, 117.0947510542314, 117.0304665244627, 117.1434128396218, 116.9583995340601, 116.9586476582784, 117.0234730063177, 116.9942099244402]","[36.69572119037493, 36.70783236680214, 36.63281984189912, 36.72312426380246, 36.66862370954873, 36.67465930982697, 36.6545233303723, 36.71609151785259, 36.71003604758064, 36.72188244743084, 36.69024390867498, 36.68980855496704, 36.68542600810586, 36.60987731115546]","[73, 77, 10, 92, 38, 47, 16, 95, 77, 98, 55, 55, 58, 4]"
长清大素包,餐饮服务;餐饮相关场所;餐饮相关,"[117.0744321037966, 116.9455208420117, 117.0908740130003, 116.9288516271018, 117.0229396619988, 116.9550257434616, 116.9386701411533, 116.993851736774, 116.9788670187388, 117.0037521752541, 116.9776688532942, 116.972738141884, 116.905470488927, 117.025799595739]","[36.68034730522511, 36.66637386613358, 36.69066574315573, 36.63815292912231, 36.65407983262045, 36.67321596083243, 36.66228102903995, 36.67026943995239, 36.71121778264394, 36.68332218448969, 36.68641415870271, 36.71640226643883, 36.71913552371611, 36.71495890058041]","[61, 35, 62, 7, 22, 35, 34, 38, 74, 57, 56, 89, 86, 91]"
慕名造型,生活服务;美容美发店;美容美发店,"[117.0654843899854, 117.039036025312, 117.0239964788856, 117.0765991067793, 116.9729825396423, 117.1159795777018, 117.1308585627327, 117.103188011349]","[36.66170381057789, 36.65927951577137, 36.6544037836666, 36.68697651090987, 36.64952852529028, 36.68358482117522, 36.67529368745291, 36.66787250006802]","[42, 40, 22, 61, 19, 63, 45, 44]"
菏泽羊汤,餐饮服务;中餐厅;中餐厅,"[116.9481106379706, 117.2967584938538, 116.9433291345746, 116.9556306327786, 116.9010360531337, 116.8967469561752, 117.1106766270955, 116.9704011061567, 117.1001895419701, 116.9932707592847]","[36.70077365720434, 36.68832495419566, 36.6628565838061, 36.71807793441537, 36.66052698257005, 36.68050217106653, 36.72852738465437, 36.70402990330714, 36.65584566232879, 36.67487435760314]","[72, 69, 35, 88, 32, 51, 96, 73, 26, 38]"
良记王婆大虾,餐饮服务;中餐厅;中餐厅,"[117.0585963830472, 117.1219009866437, 116.9703600884348, 116.9029878456907, 117.0415793968703]","[36.68286698655511, 36.68474430499087, 36.66050431570349, 36.67424101642825, 36.66115875652803]","[60, 64, 36, 32, 40]"
日丰管,购物服务;家居建材市场;建材五金市场,"[117.038158781903, 117.1429231882594, 117.0314272153936, 116.9723444615286, 117.0770720076933, 117.0204177640272, 116.9483021804104, 117.0292326198735, 117.0825712465188, 117.0818887625067, 116.9057731798578, 117.03131700899, 116.9516376145346, 117.0333367471614, 116.9527629605204, 117.1451087127257, 117.0393367142387, 116.9639080582664]","[36.71361226604285, 36.72089227348857, 36.70804592833056, 36.71915459968045, 36.69936231974388, 36.67984786227525, 36.61682839484587, 36.72314064891527, 36.68114078842461, 36.70057378785653, 36.65408535160768, 36.72215603695872, 36.61002772115061, 36.6864919769948, 36.63504053652096, 36.65060218823916, 36.68817688953213, 36.69464076326571]","[92, 98, 77, 89, 79, 58, 1, 92, 61, 79, 16, 92, 1, 59, 8, 29, 59, 73]"
华致名酒库,购物服务;专卖店;烟酒专卖店,"[117.1348299658395, 116.9522670250618, 117.1380890296807, 117.1268652996474, 116.9385268510901, 117.1359260416668]","[36.6638785257412, 36.68678906578216, 36.65923939019121, 36.65505072942496, 36.71458627874042, 36.65006959198492]","[45, 54, 46, 28, 87, 28]"
马加润丝,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"[117.0326708924486, 117.0182870087643, 117.0783608422848, 117.0219424504111, 116.921045918099, 117.025333159698, 116.9691035294699]","[36.67995470910446, 36.70066163199353, 36.68552125988628, 36.61130078150953, 36.6902830268052, 36.66429017741894, 36.71167361609501]","[59, 76, 61, 5, 52, 39, 89]"
世得大药房,医疗保健服务;医药保健销售店;药房,"[117.005725541311, 117.1269943774645, 117.0831089637852, 117.0546524328721, 117.0210039102633, 117.0074699256857]","[36.67559408353832, 36.73371894114345, 36.65255017506868, 36.69957063559357, 36.6578718181234, 36.6945509384425]","[57, 104, 26, 78, 39, 75]"
乐游旅游,生活服务;生活服务场所;生活服务场所,"[117.029211036112, 116.9756861946217, 116.9440568003627, 116.9683129061326, 116.9822495941658, 116.8992944675856]","[36.66753508368741, 36.68645093678799, 36.66344972650874, 36.68285619328114, 36.67503168715053, 36.67861712645954]","[40, 56, 35, 55, 37, 51]"
兴旺超市,购物服务;便民商店/便利店;便民商店/便利店,"[116.9496913645157, 117.1245711968765, 116.9522339477509]","[36.60915368702565, 36.67872125249993, 36.66117605416332]","[1, 64, 35]"
鱼酷活力烤鱼,餐饮服务;中餐厅;特色/地方风味餐厅,"[117.0936042360876, 117.023745303474, 117.0183379295322, 117.0770924548692, 117.0571758919318]","[36.65832184260771, 36.66460522858628, 36.66424333947808, 36.6865694263315, 36.68276422126497]","[43, 39, 39, 61, 60]"
诸城烧肉,餐饮服务;餐饮相关场所;餐饮相关,"[117.0434372533491, 117.1317576512905, 117.13788314812, 117.147790856858, 117.0457609020003, 116.916516587724, 117.1533929032388]","[36.7063753917453, 36.7189021737241, 36.73390853632059, 36.69618654050226, 36.65489384925501, 36.67758962441884, 36.70917121177391]","[77, 97, 105, 83, 23, 52, 83]"
冰狗雪糕批发,购物服务;购物相关场所;购物相关场所,"[117.1214796631752, 116.9828590142498, 117.1138701070204, 116.9812776884393, 117.1418946428602, 117.0565490493786, 117.0058569845297, 117.2224803495152, 117.1274790641624, 117.0645171612791, 117.099926147022, 117.2173030718703, 117.0237959769311, 117.1431385758458, 117.0115961707633, 116.8949041572844]","[36.69300560555426, 36.65670413937858, 36.650773115273, 36.71162535713837, 36.72920011761313, 36.69511439986157, 36.61329600324977, 36.73395851597913, 36.73236247066753, 36.66378571583496, 36.685577176571, 36.69944550389149, 36.70973163041531, 36.72913722966653, 36.62582073671022, 36.67864431522134]","[64, 20, 27, 90, 98, 78, 4, 106, 104, 41, 62, 85, 76, 98, 12, 51]"
匡山玲玲包子铺,餐饮服务;餐饮相关场所;餐饮相关,"[116.9299506910912, 116.9305723433892, 117.0303684537968, 116.9201555779645, 116.9376306598754]","[36.6960736292099, 36.65760365299609, 36.69629811151609, 36.6538965518803, 36.6572300281017]","[71, 34, 77, 16, 17]"
老玉记扒鸡,餐饮服务;快餐厅;快餐厅,"[117.0032442414199, 116.9910468248416, 116.9999156091596, 117.0273418380819]","[36.66669506236325, 36.63588583166839, 36.67625422800355, 36.67851108727306]","[38, 10, 57, 58]"
森马,购物服务;服装鞋帽皮具店;品牌服装店,"[117.2272191243954, 116.902961875926, 116.9896900989272, 117.1172988652373, 116.9157793467918, 117.1268911600058]","[36.69151427590754, 36.67418705794487, 36.69534439983003, 36.68007630220033, 36.65429761650248, 36.71729557740486]","[68, 32, 74, 63, 16, 97]"
武汉黑鸭,餐饮服务;餐饮相关场所;餐饮相关,"[117.07506831826, 117.0978050400488, 116.9283515961942, 117.0850708966057, 117.0549375690139, 117.065235988452]","[36.7133657604308, 36.69009272567498, 36.71382457922204, 36.69669601778374, 36.68317255541073, 36.66964122631951]","[94, 62, 87, 80, 60, 42]"
章丘眼镜,购物服务;专卖店;眼镜店,"[117.2112815644252, 117.233093060923, 117.0596364564726, 116.9957726161384, 117.0772449745796, 117.0261058156753, 117.0796865939649, 117.0289980503918, 117.027763989359, 117.1343136287142, 117.0929844833555, 117.227460230779, 116.9963934019261]","[36.70348264092702, 36.68382506243492, 36.69533157203003, 36.6767855257941, 36.71487820591524, 36.71145536443127, 36.68148001213672, 36.66562880214473, 36.65429490518117, 36.7303394156483, 36.71946419903045, 36.72642489276585, 36.64557572832805]","[85, 68, 78, 57, 94, 91, 61, 39, 22, 104, 95, 101, 21]"
低卡笔记,购物服务;家电电子卖场;数码电子,"[117.060951880545, 116.9795690531484, 117.1355095237535, 116.9966033230971, 116.8900674721485, 116.9524264466623]","[36.68233590951253, 36.68406102897566, 36.71918952472043, 36.66488235944033, 36.65481523822392, 36.61393263833796]","[60, 56, 97, 38, 15, 1]"
一粥七天,餐饮服务;中餐厅;中餐厅,"[117.031859361731, 117.2246695275472, 117.1248465655341, 116.8999623452301, 117.0825865420769, 116.9395037290296]","[36.71044630532504, 36.72377782265642, 36.68659265369693, 36.68436242209837, 36.65241247802816, 36.69890654189758]","[77, 100, 64, 51, 25, 72]"
西安凉皮,餐饮服务;餐饮相关场所;餐饮相关,"[116.9562631488502, 116.928752859703, 116.9812687129684, 117.020099777147, 116.8955132401461]","[36.64695696935757, 36.702665193614, 36.71175030304351, 36.65570863469512, 36.68427780909089]","[18, 71, 90, 22, 51]"
疆域明珠·新疆炒米粉,餐饮服务;快餐厅;快餐厅,"[117.0126853350129, 116.9517417987128, 116.9936638410988, 116.996799377737, 116.9840345930862]","[36.62817617905949, 36.61419309169026, 36.60510169833363, 36.66568226912193, 36.69582523571206]","[12, 1, 4, 38, 74]"
阿水大杯茶,餐饮服务;冷饮店;冷饮店,"[116.9458518050428, 117.0296266800838, 116.9960719212184, 116.9581468782217, 117.1182855063684, 117.0015023272597, 117.1099616943318, 117.1038481173292, 117.1775872629298, 116.902652017906, 117.0555918186053, 117.0128472924289, 117.1388939224461, 116.9282066026175, 117.2198927478771, 117.1889836020133, 117.0363293069253, 117.1548839490164, 117.000507163611, 116.9128698932728, 117.1980910754936, 117.0994522079591, 116.8904395110219, 116.9875253790407, 116.9772065860712, 116.8915815821251, 116.9448328054701, 116.9751626185326, 117.0997779159071, 117.0080754501217, 117.0790693940485, 117.0181167113432, 117.0666312628923, 117.2938860899012, 116.9941665336207, 117.0505135400963, 117.0741425644192, 116.8945403397361, 117.071540210348, 116.985374986782, 117.1119688892643, 117.0320786378054, 116.9639499127319, 117.0359033927187, 117.0323419416522, 117.0518892548218, 117.1483148966391, 117.0488012015264, 117.050093733024, 116.9714729191867, 117.0442945198947, 116.987877848016, 117.0475922975259, 117.0447913135216, 117.1366734476854, 117.0057140454389, 116.9911078099328, 117.214826163489, 117.226915556199, 117.1462594626329, 116.981690516822, 117.2258496083759, 117.1271664177879, 117.0018917803046, 117.069245940772, 117.1215145669558, 117.0603123327515, 117.2173968484007, 116.9167220086707, 116.8909890816108, 117.0214408804395, 116.9432215312373, 117.0549243074862, 117.0699725536721, 116.9683392817781, 117.007536158257, 116.9993412990025, 116.9797303630226, 117.086801358271, 117.0112684127235, 117.1362095254269, 117.1167554363812, 116.8957051925241, 117.0369124142831, 117.0203814713974, 117.1731804459712, 117.0252463168317, 117.1230871772113, 117.103291245592, 117.0859189153224, 116.9676072523896, 117.0092626436088, 116.988761452759, 117.0595069470963, 116.9636632442771, 116.9704480107062, 117.0124103584777, 116.9113906074562, 117.0564905276517, 116.9419591918822, 116.9808891644058, 117.1272140428717, 116.9283815988292, 117.1147493799031, 117.0241009125335, 116.915633625425, 117.0386785040702, 117.0387863269547, 116.9684824432915, 117.0642544215581, 116.9522027524314, 117.00161745829, 117.0449591174719, 117.1358573742759, 117.06512461563, 116.9947233538198, 117.0933483536549, 117.0034530167931, 116.9900335759316, 117.1309896660465, 116.9578311813248, 116.9945807880101, 117.0244272959977, 116.9816760513168, 116.9713340376294, 116.9846956965895, 117.0783536691184, 117.0359590908161, 117.0729791766422, 117.0245203973642, 117.0235601799802, 117.1789845194912, 117.1303756348861, 116.9466631282768, 116.9949856177381, 117.0417565644292, 117.0165701109117, 116.8501155513174, 116.9390041005392, 117.0044186005912, 116.9340213588627, 116.9967918161101]","[36.66614430424548, 36.7184766924214, 36.66239850624834, 36.63193120604193, 36.68934547088596, 36.67079380175771, 36.66493835146176, 36.6672172180991, 36.69427367883167, 36.67554530682386, 36.73578551386719, 36.62254499699883, 36.73118693404488, 36.69850164678761, 36.67356015520728, 36.69388192827144, 36.72031212964922, 36.65301308158951, 36.69291794833697, 36.67330134579996, 36.68602533024269, 36.68567296556995, 36.6536160579036, 36.70558543003305, 36.63429636564874, 36.62204104164904, 36.62264350421864, 36.67533841910515, 36.72238549691632, 36.68470336559432, 36.69869047826838, 36.66528232306539, 36.6861142967172, 36.68247638067218, 36.70443792220875, 36.66654659540994, 36.68027258575004, 36.67858133367403, 36.64230408912789, 36.63130477049644, 36.71374404854723, 36.67471643471959, 36.64911585927386, 36.68879538253176, 36.65487498181854, 36.67900638559139, 36.72083756097437, 36.69505093182858, 36.67528995255422, 36.7112811959536, 36.6717175147234, 36.69662010079173, 36.71658539340405, 36.70363634867901, 36.69906229975523, 36.68930951114806, 36.660502825118, 36.69943506656198, 36.72207141427061, 36.65154759384837, 36.68829704369197, 36.6919611291193, 36.71765270323992, 36.65172329332073, 36.68012020567098, 36.68542843394597, 36.69997463676252, 36.6755866428331, 36.65194618481407, 36.66554190705392, 36.66040606918661, 36.6439412623078, 36.70315688803312, 36.65459919947124, 36.66038904016915, 36.6722427546147, 36.6567409938257, 36.71105832889845, 36.69648566507971, 36.6713632666764, 36.71884681831745, 36.68056146333092, 36.68377312965804, 36.6666858250129, 36.6837105405299, 36.67607801756183, 36.70983468604588, 36.69249379264945, 36.70052902423157, 36.68105464614806, 36.63288958720969, 36.64703302716813, 36.68364062892418, 36.68504327228305, 36.68346548096022, 36.64891610178319, 36.66475500687736, 36.64960091086615, 36.68354181025754, 36.70087051786741, 36.69534396749389, 36.65187910495192, 36.71314997329318, 36.64403694736085, 36.6646082707559, 36.71866421970655, 36.65687978519613, 36.65524353664351, 36.66276518775032, 36.73580502257937, 36.61826866485269, 36.67408041396546, 36.63964264504412, 36.66376715257876, 36.66619248922776, 36.6038741580603, 36.71900651166123, 36.61615358934049, 36.69557120892037, 36.67578656535368, 36.6489278739204, 36.66816151558922, 36.66763353336359, 36.63007561320268, 36.6611561631335, 36.66927590286471, 36.68710526619133, 36.65468539100844, 36.66509697815345, 36.66354879772023, 36.7072808472798, 36.71362379453078, 36.68696869951992, 36.67577460279875, 36.66282056481606, 36.68089515183952, 36.65575452623887, 36.64025243586769, 36.66297497965753, 36.64508266165138, 36.64979984454119, 36.64421133036987]","[35, 92, 38, 9, 63, 38, 44, 44, 84, 51, 102, 12, 105, 71, 50, 84, 92, 29, 57, 33, 66, 62, 15, 74, 10, 6, 8, 36, 95, 57, 79, 39, 61, 69, 75, 41, 61, 51, 25, 10, 96, 40, 19, 59, 23, 60, 98, 78, 41, 73, 40, 74, 93, 77, 82, 57, 37, 85, 101, 29, 56, 67, 97, 21, 61, 64, 78, 67, 16, 32, 39, 18, 78, 25, 36, 38, 21, 74, 80, 39, 97, 63, 51, 40, 58, 65, 76, 64, 81, 62, 9, 21, 56, 60, 55, 19, 39, 16, 60, 72, 74, 28, 87, 27, 39, 86, 23, 23, 36, 102, 1, 38, 23, 45, 42, 4, 95, 4, 74, 64, 19, 38, 39, 10, 36, 37, 61, 23, 42, 39, 76, 99, 64, 54, 38, 59, 22, 14, 34, 21, 17, 21]"
